DBCODE,ENTITY,WATERTEMP_METHOD,QC_LEVEL,PROBE_CODE,DATE,WATERTEMP_MEAN_DAY,WATERTEMP_MEAN_FLAG,WATERTEMP_MAX_DAY,WATERTEMP_MAX_FLAG,WATERTEMP_MAXTIME,WATERTEMP_MIN_DAY,WATERTEMP_MIN_FLAG,WATERTEMP_MINTIME,EVENT_CODE
HT004,41,WAT107,2D,WATGS601,1998-06-09,8.3,A,9.2,A,1316,7.8,A,0110,METHOD
HT004,41,WAT107,2D,WATGS601,1998-06-10,8,A,8.2,A,0001,7.7,A,2355,NA
HT004,41,WAT107,2D,WATGS601,1998-06-11,8.1,A,9,A,1351,7.4,A,0431,NA
HT004,41,WAT107,2D,WATGS601,1998-06-12,8.4,A,9.3,A,1349,7.9,A,0553,NA
HT004,41,WAT107,2D,WATGS601,1998-06-13,8.2,A,9,A,1339,7.8,A,2359,NA
HT004,41,WAT107,2D,WATGS601,1998-06-14,8.3,A,9.1,A,1342,7.7,A,0230,NA
HT004,41,WAT107,2D,WATGS601,1998-06-15,8,A,8.4,A,1310,7.4,A,2359,NA
HT004,41,WAT107,2D,WATGS601,1998-06-16,7.7,A,8.2,A,1312,7.3,A,0500,NA
HT004,41,WAT107,2D,WATGS601,1998-06-17,8.1,A,9.2,A,1412,7.2,A,0456,NA
HT004,41,WAT107,2D,WATGS601,1998-06-18,8.3,A,9.2,A,1255,7.8,A,2359,NA
HT004,41,WAT107,2D,WATGS601,1998-06-19,8,A,8.6,A,1440,7.6,A,0626,NA
HT004,41,WAT107,2D,WATGS601,1998-06-20,8.5,A,9.6,A,1344,7.5,A,0523,NA
HT004,41,WAT107,2D,WATGS601,1998-06-21,9.1,A,10.1,A,1353,8.3,A,0541,NA
HT004,41,WAT107,2D,WATGS601,1998-06-22,9,A,10,A,1347,8.6,A,0706,NA
HT004,41,WAT107,2D,WATGS601,1998-06-23,8.6,A,8.8,A,1613,8.3,A,2341,NA
HT004,41,WAT107,2D,WATGS601,1998-06-24,8.5,A,8.8,A,1552,8.3,A,0532,NA
HT004,41,WAT107,2D,WATGS601,1998-06-25,8.1,A,8.3,A,0000,7.8,A,2348,NA
HT004,41,WAT107,2D,WATGS601,1998-06-26,7.9,A,8.2,A,1656,7.6,A,0000,NA
HT004,41,WAT107,2D,WATGS601,1998-06-27,8.3,A,9.4,A,1426,7.2,A,0558,NA
HT004,41,WAT107,2D,WATGS601,1998-06-28,9,A,10.1,A,1430,8.1,A,0601,NA
HT004,41,WAT107,2D,WATGS601,1998-06-29,9.5,A,10.6,A,1425,8.7,A,0551,NA
HT004,41,WAT107,2D,WATGS601,1998-06-30,9.5,A,10.5,A,1318,9,A,2354,NA
HT004,41,WAT107,2D,WATGS601,1998-07-01,9.2,A,9.9,A,1439,8.8,A,0607,NA
HT004,41,WAT107,2D,WATGS601,1998-07-02,9.2,A,9.6,A,1441,8.9,A,0602,NA
HT004,41,WAT107,2D,WATGS601,1998-07-03,9.1,A,9.4,A,1558,8.9,A,0916,NA
HT004,41,WAT107,2D,WATGS601,1998-07-04,9.2,A,9.7,A,1604,8.8,A,0510,NA
HT004,41,WAT107,2D,WATGS601,1998-07-05,9.6,A,10.4,A,1356,9,A,0521,NA
HT004,41,WAT107,2D,WATGS601,1998-07-06,10.1,A,11.1,A,1439,9.2,A,0625,NA
HT004,41,WAT107,2D,WATGS601,1998-07-07,10.4,A,11.5,A,1429,9.6,A,0602,NA
HT004,41,WAT107,2D,WATGS601,1998-07-08,10.5,A,11.5,A,1440,9.8,A,0658,NA
HT004,41,WAT107,2D,WATGS601,1998-07-09,10.5,A,11.5,A,1450,9.7,A,0625,NA
HT004,41,WAT107,2D,WATGS601,1998-07-10,10.2,A,10.7,A,1450,9.9,A,0623,NA
HT004,41,WAT107,2D,WATGS601,1998-07-11,10.2,A,11,A,1440,9.6,A,0712,NA
HT004,41,WAT107,2D,WATGS601,1998-07-12,10.2,A,11.1,A,1445,9.6,A,0710,NA
HT004,41,WAT107,2D,WATGS601,1998-07-13,10.2,A,11,A,1450,9.6,A,0604,NA
HT004,41,WAT107,2D,WATGS601,1998-07-14,10.4,A,11.4,A,1308,9.6,A,0639,NA
HT004,41,WAT107,2D,WATGS601,1998-07-15,10.7,A,11.6,A,1447,9.9,A,0630,NA
HT004,41,WAT107,2D,WATGS601,1998-07-16,11.2,A,12.3,A,1503,10.2,A,0607,NA
HT004,41,WAT107,2D,WATGS601,1998-07-17,11.3,A,12.2,A,1454,10.6,A,0654,NA
HT004,41,WAT107,2D,WATGS601,1998-07-18,11.2,A,12.2,A,1537,10.4,A,0631,NA
HT004,41,WAT107,2D,WATGS601,1998-07-19,11.3,A,12.1,A,1523,10.7,A,0635,NA
HT004,41,WAT107,2D,WATGS601,1998-07-20,11.4,A,12.5,A,1559,10.4,A,0610,NA
HT004,41,WAT107,2D,WATGS601,1998-07-21,12,A,13.1,A,1618,10.9,A,0715,NA
HT004,41,WAT107,2D,WATGS601,1998-07-22,12.3,A,13.4,A,1602,11.4,A,0726,NA
HT004,41,WAT107,2D,WATGS601,1998-07-23,12.2,A,13,A,1506,11.5,A,0732,NA
HT004,41,WAT107,2D,WATGS601,1998-07-24,11.9,A,12.7,A,1518,11.1,A,0709,NA
HT004,41,WAT107,2D,WATGS601,1998-07-25,12.1,A,13.1,A,1729,11.1,A,0633,NA
HT004,41,WAT107,2D,WATGS601,1998-07-26,13.1,A,14.1,A,1701,12.2,A,0555,NA
HT004,41,WAT107,2D,WATGS601,1998-07-27,13.4,A,14.5,A,1528,12.6,A,0632,NA
HT004,41,WAT107,2D,WATGS601,1998-07-28,13.4,A,14.4,A,1708,12.4,A,0614,NA
HT004,41,WAT107,2D,WATGS601,1998-07-29,12.9,A,13.8,A,1436,12.2,A,0731,NA
HT004,41,WAT107,2D,WATGS601,1998-07-30,12.4,A,13,A,1630,11.8,A,0749,NA
HT004,41,WAT107,2D,WATGS601,1998-07-31,11.9,A,12.3,A,1418,11.3,A,2356,NA
HT004,41,WAT107,2D,WATGS601,1998-08-01,11.8,A,12.7,A,1703,11,A,0358,NA
HT004,41,WAT107,2D,WATGS601,1998-08-02,12.4,A,13.4,A,1635,11.4,A,0659,NA
HT004,41,WAT107,2D,WATGS601,1998-08-03,13,A,14.2,A,1614,12,A,0648,NA
HT004,41,WAT107,2D,WATGS601,1998-08-04,13.8,A,15,A,1717,12.7,A,0720,NA
HT004,41,WAT107,2D,WATGS601,1998-08-05,13.5,A,14.2,A,1518,12.7,A,2358,NA
HT004,41,WAT107,2D,WATGS601,1998-08-06,12.3,A,13.1,A,1531,11.6,A,2358,NA
HT004,41,WAT107,2D,WATGS601,1998-08-07,11.6,A,12.5,A,1700,10.6,A,0632,NA
HT004,41,WAT107,2D,WATGS601,1998-08-08,11.9,A,13,A,1654,10.9,A,0634,NA
HT004,41,WAT107,2D,WATGS601,1998-08-09,12.1,A,13,A,1652,11.3,A,0641,NA
HT004,41,WAT107,2D,WATGS601,1998-08-10,12.3,A,13.2,A,1657,11.4,A,0728,NA
HT004,41,WAT107,2D,WATGS601,1998-08-11,12.5,A,13.5,A,1702,11.6,A,0621,NA
HT004,41,WAT107,2D,WATGS601,1998-08-12,13,A,14.2,A,1751,11.8,A,0708,NA
