DBCODE,ENTITY,WATERTEMP_METHOD,QC_LEVEL,PROBE_CODE,DATE,WATERTEMP_MEAN_DAY,WATERTEMP_MEAN_FLAG,WATERTEMP_MAX_DAY,WATERTEMP_MAX_FLAG,WATERTEMP_MAXTIME,WATERTEMP_MIN_DAY,WATERTEMP_MIN_FLAG,WATERTEMP_MINTIME,EVENT_CODE
HT004,41,WAT107,2D,WATGS001,1999-06-22,17.2,A,20.5,A,1532,13.8,A,1020,METHOD
HT004,41,WAT107,2D,WATGS001,1999-06-23,15.6,A,21.1,A,1533,11.8,A,0646,NA
HT004,41,WAT107,2D,WATGS001,1999-06-24,14.2,A,15.6,A,0001,11.8,A,2355,NA
HT004,41,WAT107,2D,WATGS001,1999-06-25,12.7,A,16.3,A,1310,10.9,A,0540,NA
HT004,41,WAT107,2D,WATGS001,1999-06-26,12.3,A,14.4,A,1438,10.9,A,0534,NA
HT004,41,WAT107,2D,WATGS001,1999-06-27,13.4,A,18.2,A,1536,10.4,A,0513,NA
HT004,41,WAT107,2D,WATGS001,1999-06-28,13.7,A,16.7,A,1708,10.8,A,0537,NA
HT004,41,WAT107,2D,WATGS001,1999-06-29,15.1,A,19.8,A,1528,11.6,A,0645,NA
HT004,41,WAT107,2D,WATGS001,1999-06-30,16.5,A,20.7,A,1426,14.1,A,0549,NA
HT004,41,WAT107,2D,WATGS001,1999-07-01,15.4,A,18.9,A,1429,13.7,A,2358,NA
HT004,41,WAT107,2D,WATGS001,1999-07-02,12.9,A,14.2,A,1529,11.9,A,2358,NA
HT004,41,WAT107,2D,WATGS001,1999-07-03,12.9,A,15.8,A,1531,11,A,0550,NA
HT004,41,WAT107,2D,WATGS001,1999-07-04,12.7,A,14.5,A,1532,11.3,A,2359,NA
HT004,41,WAT107,2D,WATGS001,1999-07-05,13.6,A,18.9,A,1544,9.4,A,0646,NA
HT004,41,WAT107,2D,WATGS001,1999-07-06,14.9,A,18.9,A,1452,12.2,A,0659,NA
HT004,41,WAT107,2D,WATGS001,1999-07-07,14.6,A,17.8,A,1542,12.6,A,0638,NA
HT004,41,WAT107,2D,WATGS001,1999-07-08,14.4,A,19,A,1554,10.8,A,0645,NA
HT004,41,WAT107,2D,WATGS001,1999-07-09,15.7,A,20,A,1551,12.2,A,0659,NA
HT004,41,WAT107,2D,WATGS001,1999-07-10,16.7,A,20.8,A,1434,13.9,A,0641,NA
HT004,41,WAT107,2D,WATGS001,1999-07-11,17.1,A,21.1,A,1433,14.2,A,0707,NA
HT004,41,WAT107,2D,WATGS001,1999-07-12,17.2,A,21.3,A,1434,14.2,A,0736,NA
HT004,41,WAT107,2D,WATGS001,1999-07-13,17,A,21,A,1433,14.5,A,0728,NA
HT004,41,WAT107,2D,WATGS001,1999-07-14,15.4,A,18.8,A,1435,13.2,A,0806,NA
HT004,41,WAT107,2D,WATGS001,1999-07-15,14.7,A,18.8,A,1435,11.7,A,0708,NA
HT004,41,WAT107,2D,WATGS001,1999-07-16,14.9,A,18.4,A,1436,12.8,A,0655,NA
HT004,41,WAT107,2D,WATGS001,1999-07-17,14.1,A,17,A,1434,12,A,0624,NA
HT004,41,WAT107,2D,WATGS001,1999-07-18,14.3,A,18.4,A,1437,11,A,0700,NA
HT004,41,WAT107,2D,WATGS001,1999-07-19,15.8,A,19.5,A,1438,13.1,A,0706,NA
HT004,41,WAT107,2D,WATGS001,1999-07-20,15.1,A,16.5,A,1308,13.7,A,0717,NA
HT004,41,WAT107,2D,WATGS001,1999-07-21,16.1,A,19.4,A,1436,14.3,A,0601,NA
HT004,41,WAT107,2D,WATGS001,1999-07-22,15.9,A,19.1,A,1439,13.6,A,0741,NA
HT004,41,WAT107,2D,WATGS001,1999-07-23,15.7,A,19.3,A,1441,13.1,A,0731,NA
HT004,41,WAT107,2D,WATGS001,1999-07-24,15.7,A,18.7,A,1431,14.2,A,0646,NA
HT004,41,WAT107,2D,WATGS001,1999-07-25,15.1,A,18.7,A,1439,12.4,A,0742,NA
HT004,41,WAT107,2D,WATGS001,1999-07-26,16,A,19.5,A,1439,13.5,A,0737,NA
HT004,41,WAT107,2D,WATGS001,1999-07-27,16.7,A,20,A,1439,14.4,A,0725,NA
HT004,41,WAT107,2D,WATGS001,1999-07-28,16.9,A,20.1,A,1439,14.8,A,0733,NA
HT004,41,WAT107,2D,WATGS001,1999-07-29,16.9,A,20.1,A,1441,15.1,A,0735,NA
