DBCODE,ENTITY,WATERTEMP_METHOD,QC_LEVEL,PROBE_CODE,DATE,WATERTEMP_MEAN_DAY,WATERTEMP_MEAN_FLAG,WATERTEMP_MAX_DAY,WATERTEMP_MAX_FLAG,WATERTEMP_MAXTIME,WATERTEMP_MIN_DAY,WATERTEMP_MIN_FLAG,WATERTEMP_MINTIME,EVENT_CODE
HT004,41,WAT107,2D,WATGS801,1998-06-30,10.2,A,10.7,A,1435,9.8,A,2359,METHOD
HT004,41,WAT107,2D,WATGS801,1998-07-01,9.8,A,10.2,A,1543,9.5,A,0639,NA
HT004,41,WAT107,2D,WATGS801,1998-07-02,9.8,A,9.9,A,1525,9.6,A,0824,NA
HT004,41,WAT107,2D,WATGS801,1998-07-03,9.7,A,9.8,A,1715,9.5,A,0942,NA
HT004,41,WAT107,2D,WATGS801,1998-07-04,9.6,A,10,A,1809,9.3,A,0626,NA
HT004,41,WAT107,2D,WATGS801,1998-07-05,10.1,A,10.7,A,1705,9.5,A,0626,NA
HT004,41,WAT107,2D,WATGS801,1998-07-06,10.7,A,11.3,A,1556,10,A,0723,NA
HT004,41,WAT107,2D,WATGS801,1998-07-07,11.2,A,11.9,A,1558,10.6,A,0726,NA
HT004,41,WAT107,2D,WATGS801,1998-07-08,11.4,A,12,A,1346,10.8,A,0736,NA
HT004,41,WAT107,2D,WATGS801,1998-07-09,11.5,A,12.1,A,1344,10.9,A,0713,NA
HT004,41,WAT107,2D,WATGS801,1998-07-10,11.3,A,11.6,A,1346,11,A,2358,NA
HT004,41,WAT107,2D,WATGS801,1998-07-11,11.1,A,11.6,A,1348,10.6,A,0715,NA
HT004,41,WAT107,2D,WATGS801,1998-07-12,11.1,A,11.6,A,1345,10.6,A,0748,NA
HT004,41,WAT107,2D,WATGS801,1998-07-13,NA,M,NA,M,NA,NA,M,NA,NA
HT004,41,WAT107,2D,WATGS801,1998-07-14,NA,M,NA,M,NA,NA,M,NA,NA
HT004,41,WAT107,2D,WATGS801,1998-07-15,11.6,A,12.1,A,1346,11,A,0718,NA
HT004,41,WAT107,2D,WATGS801,1998-07-16,12.2,A,12.9,A,1617,11.5,A,0719,NA
HT004,41,WAT107,2D,WATGS801,1998-07-17,12.5,A,12.9,A,1345,11.9,A,0730,NA
HT004,41,WAT107,2D,WATGS801,1998-07-18,12.4,A,13,A,1401,11.9,A,0718,NA
HT004,41,WAT107,2D,WATGS801,1998-07-19,12.5,A,13,A,1616,12,A,0901,NA
HT004,41,WAT107,2D,WATGS801,1998-07-20,12.6,A,13.2,A,1352,11.9,A,0741,NA
HT004,41,WAT107,2D,WATGS801,1998-07-21,13.6,A,13.7,A,1610,13.4,A,2357,NA
HT004,41,WAT107,2D,WATGS801,1998-07-22,13.6,A,14.3,A,1358,12.9,A,0750,NA
