DBCODE,ENTITY,WATERTEMP_METHOD,QC_LEVEL,PROBE_CODE,DATE,WATERTEMP_MEAN_DAY,WATERTEMP_MEAN_FLAG,WATERTEMP_MAX_DAY,WATERTEMP_MAX_FLAG,WATERTEMP_MAXTIME,WATERTEMP_MIN_DAY,WATERTEMP_MIN_FLAG,WATERTEMP_MINTIME,EVENT_CODE
HT004,41,WAT107,2D,WATGS701,1998-05-30,7.1,A,7.5,A,1438,6.8,A,2357,METHOD
HT004,41,WAT107,2D,WATGS701,1998-05-31,7.5,A,8.7,A,1254,6.5,A,0506,NA
HT004,41,WAT107,2D,WATGS701,1998-06-01,7.8,A,9,A,1235,7,A,0527,NA
HT004,41,WAT107,2D,WATGS701,1998-06-02,7.8,A,8.9,A,1300,7.2,A,2355,NA
HT004,41,WAT107,2D,WATGS701,1998-06-03,7.5,A,8.1,A,1200,7,A,0400,NA
HT004,41,WAT107,2D,WATGS701,1998-06-04,7.6,A,8.1,A,1428,7.2,A,2306,NA
HT004,41,WAT107,2D,WATGS701,1998-06-05,8.1,A,9.2,A,1240,7.3,A,0002,NA
HT004,41,WAT107,2D,WATGS701,1998-06-06,8.2,A,9.4,A,1316,7.2,A,0543,NA
HT004,41,WAT107,2D,WATGS701,1998-06-07,7.9,A,8.8,A,1013,7.5,A,0509,NA
HT004,41,WAT107,2D,WATGS701,1998-06-08,8.1,A,8.9,A,1215,7.7,A,0501,NA
HT004,41,WAT107,2D,WATGS701,1998-06-09,8.5,A,9.7,A,1319,7.7,A,0116,NA
HT004,41,WAT107,2D,WATGS701,1998-06-10,8.1,A,8.3,A,1259,7.7,A,2344,NA
HT004,41,WAT107,2D,WATGS701,1998-06-11,8.3,A,9.5,A,1345,7.4,A,0439,NA
HT004,41,WAT107,2D,WATGS701,1998-06-12,8.7,A,10,A,1308,8,A,0700,NA
HT004,41,WAT107,2D,WATGS701,1998-06-13,8.4,A,9.3,A,1441,7.8,A,2359,NA
HT004,41,WAT107,2D,WATGS701,1998-06-14,8.5,A,9.9,A,1319,7.6,A,0239,NA
HT004,41,WAT107,2D,WATGS701,1998-06-15,8.1,A,8.6,A,1450,7.5,A,2355,NA
HT004,41,WAT107,2D,WATGS701,1998-06-16,7.8,A,8.4,A,1331,7.3,A,0507,NA
HT004,41,WAT107,2D,WATGS701,1998-06-17,8.3,A,9.9,A,1312,7,A,0541,NA
HT004,41,WAT107,2D,WATGS701,1998-06-18,8.7,A,10.1,A,1322,8,A,0529,NA
HT004,41,WAT107,2D,WATGS701,1998-06-19,8.2,A,9,A,1531,7.7,A,0615,NA
HT004,41,WAT107,2D,WATGS701,1998-06-20,8.7,A,10.4,A,1404,7.3,A,0530,NA
HT004,41,WAT107,2D,WATGS701,1998-06-21,9.4,A,10.9,A,1357,8.2,A,0623,NA
HT004,41,WAT107,2D,WATGS701,1998-06-22,9.4,A,10.7,A,1502,8.7,A,0344,NA
