DBCODE,ENTITY,WATERTEMP_METHOD,QC_LEVEL,PROBE_CODE,DATE,WATERTEMP_MEAN_DAY,WATERTEMP_MEAN_FLAG,WATERTEMP_MAX_DAY,WATERTEMP_MAX_FLAG,WATERTEMP_MAXTIME,WATERTEMP_MIN_DAY,WATERTEMP_MIN_FLAG,WATERTEMP_MINTIME,EVENT_CODE
HT004,41,WAT107,2D,WATGS301,1999-05-06,7.6,A,10.1,A,1259,5.6,A,2359,METHOD
HT004,41,WAT107,2D,WATGS301,1999-05-07,5.5,A,6.9,A,1222,4.6,A,0535,NA
HT004,41,WAT107,2D,WATGS301,1999-05-08,5.2,A,6.5,A,1312,4.3,A,0554,NA
HT004,41,WAT107,2D,WATGS301,1999-05-09,5.2,A,6.5,A,1521,4.1,A,0557,NA
HT004,41,WAT107,2D,WATGS301,1999-05-10,5.6,A,7.5,A,1534,3.8,A,0538,NA
HT004,41,WAT107,2D,WATGS301,1999-05-11,7,A,8.3,A,1731,5.7,A,0232,NA
HT004,41,WAT107,2D,WATGS301,1999-05-12,7.3,A,9,A,1210,6.2,A,2359,NA
HT004,41,WAT107,2D,WATGS301,1999-05-13,6.2,A,7.5,A,1147,5.3,A,0638,NA
HT004,41,WAT107,2D,WATGS301,1999-05-14,6.4,A,8.3,A,1310,5.2,A,0619,NA
HT004,41,WAT107,2D,WATGS301,1999-05-15,6.8,A,8.7,A,1312,5.6,A,0601,NA
HT004,41,WAT107,2D,WATGS301,1999-05-16,7.3,A,9.5,A,1330,5,A,0543,NA
HT004,41,WAT107,2D,WATGS301,1999-05-17,8.2,A,9.4,A,1604,7.3,A,0544,NA
HT004,41,WAT107,2D,WATGS301,1999-05-18,8.8,A,10.4,A,1212,7.8,A,0547,NA
HT004,41,WAT107,2D,WATGS301,1999-05-19,8.9,A,11,A,1213,7.1,A,0553,NA
HT004,41,WAT107,2D,WATGS301,1999-05-20,9,A,10.8,A,1433,7.9,A,0702,NA
HT004,41,WAT107,2D,WATGS301,1999-05-21,9.3,A,11.8,A,1155,7.3,A,0546,NA
HT004,41,WAT107,2D,WATGS301,1999-05-22,10,A,13,A,1235,7.3,A,0635,NA
HT004,41,WAT107,2D,WATGS301,1999-05-23,11.4,A,14.3,A,1251,8.5,A,0620,NA
HT004,41,WAT107,2D,WATGS301,1999-05-24,12.6,A,15.4,A,1258,10.1,A,0627,NA
HT004,41,WAT107,2D,WATGS301,1999-05-25,11.9,A,13.5,A,1424,10.1,A,2359,NA
HT004,41,WAT107,2D,WATGS301,1999-05-26,11,A,13.5,A,1355,8.3,A,0659,NA
HT004,41,WAT107,2D,WATGS301,1999-05-27,11.9,A,14.5,A,1404,9.7,A,0642,NA
HT004,41,WAT107,2D,WATGS301,1999-05-28,11.8,A,14.1,A,1403,9.9,A,0737,NA
HT004,41,WAT107,2D,WATGS301,1999-05-29,11.4,A,13.7,A,1358,9.9,A,0745,NA
HT004,41,WAT107,2D,WATGS301,1999-05-30,10.9,A,13.2,A,1408,8.7,A,0746,NA
HT004,41,WAT107,2D,WATGS301,1999-05-31,11.4,A,13.3,A,1352,9.1,A,0703,NA
HT004,41,WAT107,2D,WATGS301,1999-06-01,11.2,A,12.1,A,0000,9.6,A,2358,NA
HT004,41,WAT107,2D,WATGS301,1999-06-02,9.2,A,10.4,A,1445,8.2,A,0801,NA
HT004,41,WAT107,2D,WATGS301,1999-06-03,9.1,A,10.9,A,1512,7.4,A,0644,NA
HT004,41,WAT107,2D,WATGS301,1999-06-04,10,A,11,A,1721,9.1,A,0713,NA
HT004,41,WAT107,2D,WATGS301,1999-06-05,10.8,A,12,A,1438,9.8,A,2359,NA
HT004,41,WAT107,2D,WATGS301,1999-06-06,9.5,A,10.6,A,1411,8.5,A,0747,NA
HT004,41,WAT107,2D,WATGS301,1999-06-07,8.8,A,9.9,A,1532,8.2,A,0750,NA
HT004,41,WAT107,2D,WATGS301,1999-06-08,8.8,A,10,A,1405,7.7,A,0622,NA
HT004,41,WAT107,2D,WATGS301,1999-06-09,9,A,10.9,A,1501,7.2,A,0741,NA
HT004,41,WAT107,2D,WATGS301,1999-06-10,9.8,A,11.7,A,1514,8,A,0746,NA
HT004,41,WAT107,2D,WATGS301,1999-06-11,11.1,A,12.9,A,1526,9.3,A,0755,NA
HT004,41,WAT107,2D,WATGS301,1999-06-12,12.7,A,14.2,A,1520,11.2,A,0703,NA
HT004,41,WAT107,2D,WATGS301,1999-06-13,14.1,A,15.7,A,1521,12.8,A,0813,NA
HT004,41,WAT107,2D,WATGS301,1999-06-14,14.8,A,NA,M,NA,13.3,A,0830,NA
HT004,41,WAT107,2D,WATGS301,1999-06-15,15,A,15.5,A,1514,NA,M,NA,NA
HT004,41,WAT107,2D,WATGS301,1999-06-16,14.8,A,16,A,1506,13.9,A,0851,NA
HT004,41,WAT107,2D,WATGS301,1999-06-17,14.4,A,15.4,A,1427,13.3,A,0811,NA
HT004,41,WAT107,2D,WATGS301,1999-06-18,14.5,A,15.4,A,1514,13.8,A,0900,NA
HT004,41,WAT107,2D,WATGS301,1999-06-19,14.2,A,15.4,A,1526,13.4,A,0836,NA
HT004,41,WAT107,2D,WATGS301,1999-06-20,13.7,A,14.2,A,1735,13.1,A,0641,NA
HT004,41,WAT107,2D,WATGS301,1999-06-21,13.6,A,14.2,A,1620,13.1,A,0702,NA
HT004,41,WAT107,2D,WATGS301,1999-06-22,14.1,A,15.3,A,1525,13.2,A,0833,NA
HT004,41,WAT107,2D,WATGS301,1999-06-23,14.4,A,15.6,A,1524,NA,M,NA,NA
HT004,41,WAT107,2D,WATGS301,1999-06-24,14.5,A,15.1,A,0000,13.3,A,2359,NA
HT004,41,WAT107,2D,WATGS301,1999-06-25,13,A,13.7,A,1651,12.3,A,0913,NA
HT004,41,WAT107,2D,WATGS301,1999-06-26,12.6,A,13,A,0002,12.2,A,0803,NA
HT004,41,WAT107,2D,WATGS301,1999-06-27,12.5,A,13.5,A,1531,11.6,A,0758,NA
HT004,41,WAT107,2D,WATGS301,1999-06-28,12.9,A,13.7,A,1535,12,A,0754,NA
HT004,41,WAT107,2D,WATGS301,1999-06-29,13.8,A,14.8,A,1501,12.8,A,0755,NA
HT004,41,WAT107,2D,WATGS301,1999-06-30,14.7,A,15.6,A,1525,14.1,A,0648,NA
HT004,41,WAT107,2D,WATGS301,1999-07-01,14.5,A,15.4,A,1501,14,A,2359,NA
HT004,41,WAT107,2D,WATGS301,1999-07-02,13.4,A,14.1,A,0000,12.8,A,2359,NA
HT004,41,WAT107,2D,WATGS301,1999-07-03,12.6,A,13.4,A,1432,12.2,A,0737,NA
HT004,41,WAT107,2D,WATGS301,1999-07-04,12.2,A,13.1,A,1431,11.8,A,0624,NA
HT004,41,WAT107,2D,WATGS301,1999-07-05,12.4,A,13.6,A,1525,11.3,A,0643,NA
HT004,41,WAT107,2D,WATGS301,1999-07-06,13.4,A,14.4,A,1516,12.7,A,0621,NA
HT004,41,WAT107,2D,WATGS301,1999-07-07,13.5,A,14.2,A,1524,13.2,A,0722,NA
HT004,41,WAT107,2D,WATGS301,1999-07-08,13.4,A,14.5,A,1533,12.6,A,0642,NA
HT004,41,WAT107,2D,WATGS301,1999-07-09,14.1,A,15.3,A,1529,13.3,A,0601,NA
HT004,41,WAT107,2D,WATGS301,1999-07-10,15.1,A,16.3,A,1518,14.3,A,0609,NA
HT004,41,WAT107,2D,WATGS301,1999-07-11,15.8,A,17.1,A,1528,15.1,A,0616,NA
HT004,41,WAT107,2D,WATGS301,1999-07-12,16.2,A,17.6,A,1539,15.6,A,0601,NA
HT004,41,WAT107,2D,WATGS301,1999-07-13,16.5,A,17.6,A,1509,15.9,A,0600,NA
HT004,41,WAT107,2D,WATGS301,1999-07-14,15.9,A,16.8,A,1542,15.3,A,2359,NA
HT004,41,WAT107,2D,WATGS301,1999-07-15,15.2,A,16.2,A,1534,14.7,A,0738,NA
HT004,41,WAT107,2D,WATGS301,1999-07-16,14.9,A,15.9,A,1510,14.5,A,2356,NA
HT004,41,WAT107,2D,WATGS301,1999-07-17,14.3,A,15.2,A,1448,13.9,A,2358,NA
HT004,41,WAT107,2D,WATGS301,1999-07-18,14,A,15.3,A,1532,13.3,A,0556,NA
HT004,41,WAT107,2D,WATGS301,1999-07-19,14.5,A,15.8,A,1524,13.9,A,0610,NA
HT004,41,WAT107,2D,WATGS301,1999-07-20,14.9,A,15.3,A,1729,14.4,A,0639,NA
HT004,41,WAT107,2D,WATGS301,1999-07-21,15.4,A,16.4,A,1523,15,A,0541,NA
HT004,41,WAT107,2D,WATGS301,1999-07-22,15.5,A,16.6,A,1548,15,A,0630,NA
HT004,41,WAT107,2D,WATGS301,1999-07-23,15.6,A,16.8,A,1507,15,A,0606,NA
HT004,41,WAT107,2D,WATGS301,1999-07-24,15.5,A,16.5,A,1455,15.2,A,2357,NA
HT004,41,WAT107,2D,WATGS301,1999-07-25,15.3,A,16.5,A,1534,14.7,A,0612,NA
HT004,41,WAT107,2D,WATGS301,1999-07-26,15.4,A,16.8,A,1520,14.8,A,0612,NA
HT004,41,WAT107,2D,WATGS301,1999-07-27,15.8,A,17.1,A,1536,15.2,A,0549,NA
HT004,41,WAT107,2D,WATGS301,1999-07-28,16.2,A,17.5,A,1533,15.6,A,0553,NA
HT004,41,WAT107,2D,WATGS301,1999-07-29,16.4,A,17.7,A,1509,15.9,A,0612,NA
HT004,41,WAT107,2D,WATGS301,1999-07-30,16.3,A,17.5,A,1515,15.8,A,0605,NA
HT004,41,WAT107,2D,WATGS301,1999-07-31,16.2,A,17.4,A,1534,15.7,A,0615,NA
HT004,41,WAT107,2D,WATGS301,1999-08-01,16.2,A,17.3,A,1529,15.7,A,0450,NA
HT004,41,WAT107,2D,WATGS301,1999-08-02,16.2,A,17.5,A,1542,15.6,A,0625,NA
HT004,41,WAT107,2D,WATGS301,1999-08-03,16.4,A,17.7,A,1539,15.8,A,0601,NA
HT004,41,WAT107,2D,WATGS301,1999-08-04,16.6,A,17.9,A,1555,16,A,0603,NA
HT004,41,WAT107,2D,WATGS301,1999-08-05,16.6,A,17,A,1719,16.4,A,0741,NA
HT004,41,WAT107,2D,WATGS301,1999-08-06,16.6,A,16.8,A,1227,16.1,A,2358,NA
HT004,41,WAT107,2D,WATGS301,1999-08-07,15.6,A,16.1,A,0000,15.1,A,2358,NA
HT004,41,WAT107,2D,WATGS301,1999-08-08,15.4,A,16.6,A,1559,14.8,A,0614,NA
HT004,41,WAT107,2D,WATGS301,1999-08-09,16.1,A,17.2,A,1557,15.5,A,0540,NA
HT004,41,WAT107,2D,WATGS301,1999-08-10,16.7,A,17.8,A,1600,16.2,A,0455,NA
HT004,41,WAT107,2D,WATGS301,1999-08-11,16.6,A,17,A,1454,16.4,A,2122,NA
HT004,41,WAT107,2D,WATGS301,1999-08-12,16.4,A,17.3,A,1609,16,A,2355,NA
HT004,41,WAT107,2D,WATGS301,1999-08-13,15.9,A,16.2,A,1059,15.5,A,2349,NA
HT004,41,WAT107,2D,WATGS301,1999-08-14,15.4,A,15.7,A,1517,15,A,2358,NA
HT004,41,WAT107,2D,WATGS301,1999-08-15,15,A,15.9,A,1549,14.7,A,0815,NA
HT004,41,WAT107,2D,WATGS301,1999-08-16,15,A,16.3,A,1558,14.4,A,0630,NA
HT004,41,WAT107,2D,WATGS301,1999-08-17,15.3,A,16.4,A,1509,14.8,A,0557,NA
HT004,41,WAT107,2D,WATGS301,1999-08-18,15.8,A,17.2,A,1556,15.2,A,0615,NA
HT004,41,WAT107,2D,WATGS301,1999-08-19,16.1,A,17.3,A,1552,15.6,A,0436,NA
HT004,41,WAT107,2D,WATGS301,1999-08-20,16.2,A,17.5,A,1551,15.7,A,0545,NA
HT004,41,WAT107,2D,WATGS301,1999-08-21,16.3,A,17.5,A,1545,16,A,0444,NA
HT004,41,WAT107,2D,WATGS301,1999-08-22,16.2,A,17.6,A,1622,15.6,A,0635,NA
HT004,41,WAT107,2D,WATGS301,1999-08-23,16.3,A,17.5,A,1558,15.7,A,0601,NA
HT004,41,WAT107,2D,WATGS301,1999-08-24,16.3,A,17.6,A,1554,15.9,A,0639,NA
HT004,41,WAT107,2D,WATGS301,1999-08-25,16.4,A,17.6,A,1600,15.8,A,0619,NA
