DBCODE,ENTITY,WATERTEMP_METHOD,QC_LEVEL,PROBE_CODE,DATE,WATERTEMP_MEAN_DAY,WATERTEMP_MEAN_FLAG,WATERTEMP_MAX_DAY,WATERTEMP_MAX_FLAG,WATERTEMP_MAXTIME,WATERTEMP_MIN_DAY,WATERTEMP_MIN_FLAG,WATERTEMP_MINTIME,EVENT_CODE
HT004,41,WAT107,2D,WATGS101,1997-07-10,NA,M,NA,M,NA,NA,M,NA,METHOD
HT004,41,WAT107,2D,WATGS101,1997-07-11,NA,M,NA,M,NA,NA,M,NA,NA
HT004,41,WAT107,2D,WATGS101,1997-07-12,NA,M,NA,M,NA,NA,M,NA,NA
HT004,41,WAT107,2D,WATGS101,1997-07-13,NA,M,NA,M,NA,NA,M,NA,NA
HT004,41,WAT107,2D,WATGS101,1997-07-14,NA,M,NA,M,NA,NA,M,NA,NA
HT004,41,WAT107,2D,WATGS101,1997-07-15,NA,M,NA,M,NA,NA,M,NA,NA
HT004,41,WAT107,2D,WATGS101,1997-07-16,NA,M,NA,M,NA,NA,M,NA,NA
HT004,41,WAT107,2D,WATGS101,1997-07-17,NA,M,NA,M,NA,NA,M,NA,NA
HT004,41,WAT107,2D,WATGS101,1997-07-18,NA,M,NA,M,NA,NA,M,NA,NA
HT004,41,WAT107,2D,WATGS101,1997-07-19,NA,M,NA,M,NA,NA,M,NA,NA
HT004,41,WAT107,2D,WATGS101,1997-07-20,14.6,A,15.3,A,1858,13.8,A,0712,NA
HT004,41,WAT107,2D,WATGS101,1997-07-21,14.6,A,15,A,0007,14.1,A,2357,NA
HT004,41,WAT107,2D,WATGS101,1997-07-22,14,A,14.6,A,1736,13.2,A,0726,NA
HT004,41,WAT107,2D,WATGS101,1997-07-23,13.9,A,14.6,A,1803,13.2,A,0709,NA
HT004,41,WAT107,2D,WATGS101,1997-07-24,13.8,A,14.5,A,1756,13.1,A,0731,NA
HT004,41,WAT107,2D,WATGS101,1997-07-25,13.6,A,14.3,A,1726,12.9,A,0741,NA
HT004,41,WAT107,2D,WATGS101,1997-07-26,13.7,A,14.3,A,1747,12.9,A,0726,NA
HT004,41,WAT107,2D,WATGS101,1997-07-27,14.1,A,14.7,A,1842,13.3,A,0718,NA
HT004,41,WAT107,2D,WATGS101,1997-07-28,14.5,A,15.1,A,1656,13.9,A,0710,NA
HT004,41,WAT107,2D,WATGS101,1997-07-29,14.7,A,15,A,1423,14.3,A,0733,NA
HT004,41,WAT107,2D,WATGS101,1997-07-30,14.7,A,15.1,A,1658,14.3,A,0807,NA
HT004,41,WAT107,2D,WATGS101,1997-07-31,14.6,A,15.1,A,1740,13.3,A,1200,NA
HT004,41,WAT107,2D,WATGS101,1997-08-01,14.6,A,15.1,A,1658,14,A,0624,NA
HT004,41,WAT107,2D,WATGS101,1997-08-02,14.6,A,15,A,1745,14,A,0721,NA
HT004,41,WAT107,2D,WATGS101,1997-08-03,14.8,A,15.3,A,1816,14.2,A,0641,NA
HT004,41,WAT107,2D,WATGS101,1997-08-04,15.2,A,15.7,A,1534,14.6,A,0619,NA
HT004,41,WAT107,2D,WATGS101,1997-08-05,15.5,A,16.1,A,1820,14.9,A,0641,NA
HT004,41,WAT107,2D,WATGS101,1997-08-06,15.9,A,16.4,A,1827,15.3,A,0704,NA
